Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Team,Start Date,End Date
BM Duckett,3,3.0,0.0,131.0,65.0,43.66,107.0,122.42,0.0,1.0,0.0,24.0,0.0,England,2025-02-01,2025-02-20
JE Root,3,3.0,0.0,112.0,69.0,37.33,132.0,84.84,0.0,1.0,0.0,9.0,0.0,England,2025-02-01,2025-02-20
JC Buttler,3,3.0,0.0,92.0,52.0,30.66,111.0,82.88,0.0,1.0,0.0,6.0,0.0,England,2025-02-01,2025-02-20
PD Salt,3,3.0,0.0,92.0,43.0,30.66,76.0,121.05,0.0,0.0,0.0,11.0,4.0,England,2025-02-01,2025-02-20
LS Livingstone,3,3.0,0.0,55.0,41.0,18.33,65.0,84.61,0.0,0.0,0.0,3.0,2.0,England,2025-02-01,2025-02-20
JG Bethell,1,1.0,0.0,51.0,51.0,51.0,64.0,79.68,0.0,1.0,0.0,3.0,1.0,England,2025-02-01,2025-02-20
HC Brook,3,3.0,0.0,50.0,31.0,16.66,81.0,61.72,0.0,0.0,1.0,4.0,2.0,England,2025-02-01,2025-02-20
AAP Atkinson,2,2.0,0.0,41.0,38.0,20.5,26.0,157.69,0.0,0.0,0.0,6.0,1.0,England,2025-02-01,2025-02-20
T Banton,1,1.0,0.0,38.0,38.0,38.0,41.0,92.68,0.0,0.0,0.0,4.0,2.0,England,2025-02-01,2025-02-20
AU Rashid,3,3.0,0.0,22.0,14.0,7.33,26.0,84.61,0.0,0.0,1.0,3.0,0.0,England,2025-02-01,2025-02-20
JC Archer,1,1.0,1.0,21.0,21.0,0.0,18.0,116.66,0.0,0.0,0.0,3.0,1.0,England,2025-02-01,2025-02-20
BA Carse,1,1.0,0.0,10.0,10.0,10.0,18.0,55.55,0.0,0.0,0.0,1.0,0.0,England,2025-02-01,2025-02-20
MA Wood,2,2.0,0.0,9.0,9.0,4.5,8.0,112.5,0.0,0.0,1.0,2.0,0.0,England,2025-02-01,2025-02-20
J Overton,1,1.0,0.0,6.0,6.0,6.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,England,2025-02-01,2025-02-20
S Mahmood,3,3.0,2.0,4.0,2.0,4.0,9.0,44.44,0.0,0.0,0.0,0.0,0.0,England,2025-02-01,2025-02-20
AT Carey,1,1.0,0.0,41.0,41.0,41.0,38.0,107.89,0.0,0.0,0.0,5.0,1.0,Australia,2025-02-01,2025-02-20
SPD Smith,2,2.0,0.0,41.0,29.0,20.5,51.0,80.39,0.0,0.0,0.0,6.0,1.0,Australia,2025-02-01,2025-02-20
AM Hardie,2,2.0,0.0,32.0,32.0,16.0,41.0,78.04,0.0,0.0,1.0,3.0,0.0,Australia,2025-02-01,2025-02-20
A Zampa,2,2.0,1.0,28.0,20.0,28.0,38.0,73.68,0.0,0.0,0.0,3.0,0.0,Australia,2025-02-01,2025-02-20
SA Abbott,2,2.0,0.0,22.0,20.0,11.0,31.0,70.96,0.0,0.0,0.0,3.0,0.0,Australia,2025-02-01,2025-02-20
JP Inglis,1,1.0,0.0,22.0,22.0,22.0,27.0,81.48,0.0,0.0,0.0,4.0,0.0,Australia,2025-02-01,2025-02-20
TM Head,1,1.0,0.0,18.0,18.0,18.0,18.0,100.0,0.0,0.0,0.0,3.0,0.0,Australia,2025-02-01,2025-02-20
M Labuschagne,1,1.0,0.0,15.0,15.0,15.0,27.0,55.55,0.0,0.0,0.0,1.0,0.0,Australia,2025-02-01,2025-02-20
J Fraser-McGurk,2,2.0,0.0,11.0,9.0,5.5,18.0,61.11,0.0,0.0,0.0,2.0,0.0,Australia,2025-02-01,2025-02-20
BJ Dwarshuis,1,1.0,0.0,9.0,9.0,9.0,11.0,81.81,0.0,0.0,0.0,0.0,1.0,Australia,2025-02-01,2025-02-20
T Sangha,1,1.0,1.0,5.0,5.0,0.0,16.0,31.25,0.0,0.0,0.0,0.0,0.0,Australia,2025-02-01,2025-02-20
C Connolly,1,1.0,0.0,3.0,3.0,3.0,16.0,18.75,0.0,0.0,0.0,0.0,0.0,Australia,2025-02-01,2025-02-20
MW Short,2,2.0,0.0,2.0,2.0,1.0,10.0,20.0,0.0,0.0,1.0,0.0,0.0,Australia,2025-02-01,2025-02-20
GJ Maxwell,1,1.0,0.0,1.0,1.0,1.0,3.0,33.33,0.0,0.0,0.0,0.0,0.0,Australia,2025-02-01,2025-02-20
NT Ellis,1,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Australia,2025-02-01,2025-02-20
SH Johnson,1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Australia,2025-02-01,2025-02-20
MP Breetzke,2,2.0,0.0,233.0,150.0,116.5,232.0,100.43,1.0,1.0,0.0,21.0,6.0,South Africa,2025-02-01,2025-02-20
T Bavuma,2,2.0,0.0,102.0,82.0,51.0,119.0,85.71,0.0,1.0,0.0,16.0,0.0,South Africa,2025-02-01,2025-02-20
H Klaasen,1,1.0,0.0,87.0,87.0,87.0,56.0,155.35,0.0,1.0,0.0,11.0,3.0,South Africa,2025-02-01,2025-02-20
PWA Mulder,2,2.0,0.0,66.0,64.0,33.0,66.0,100.0,0.0,1.0,0.0,5.0,1.0,South Africa,2025-02-01,2025-02-20
K Verreynne,2,2.0,1.0,45.0,44.0,45.0,36.0,125.0,0.0,0.0,0.0,3.0,1.0,South Africa,2025-02-01,2025-02-20
JF Smith,1,1.0,0.0,41.0,41.0,41.0,51.0,80.39,0.0,0.0,0.0,1.0,2.0,South Africa,2025-02-01,2025-02-20
T de Zorzi,1,1.0,0.0,22.0,22.0,22.0,18.0,122.22,0.0,0.0,0.0,3.0,1.0,South Africa,2025-02-01,2025-02-20
C Bosch,1,1.0,1.0,15.0,15.0,0.0,9.0,166.66,0.0,0.0,0.0,1.0,1.0,South Africa,2025-02-01,2025-02-20
E Bosch,1,1.0,1.0,7.0,7.0,0.0,9.0,77.77,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
S Muthusamy,2,1.0,0.0,2.0,2.0,2.0,3.0,66.66,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
M Mpongwana,1,1.0,1.0,1.0,1.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
CJ Dala,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
KA Maharaj,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
L Ngidi,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
T Shamsi,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
Shubman Gill,5,5.0,1.0,406.0,112.0,101.5,431.0,94.19,2.0,2.0,0.0,53.0,6.0,India,2025-02-01,2025-02-24
SS Iyer,5,5.0,0.0,252.0,78.0,50.4,231.0,109.09,0.0,3.0,0.0,27.0,6.0,India,2025-02-01,2025-02-24
RG Sharma,5,5.0,0.0,183.0,119.0,36.6,150.0,122.0,1.0,0.0,0.0,22.0,8.0,India,2025-02-01,2025-02-24
V Kohli,4,4.0,1.0,179.0,100.0,59.66,212.0,84.43,1.0,1.0,0.0,16.0,1.0,India,2025-02-01,2025-02-24
AR Patel,5,5.0,2.0,117.0,52.0,39.0,118.0,99.15,0.0,1.0,0.0,13.0,1.0,India,2025-02-01,2025-02-24
KL Rahul,5,4.0,1.0,93.0,41.0,31.0,99.0,93.93,0.0,0.0,0.0,5.0,3.0,India,2025-02-01,2025-02-24
HH Pandya,5,4.0,1.0,44.0,17.0,14.66,27.0,162.96,0.0,0.0,0.0,3.0,3.0,India,2025-02-01,2025-02-24
RA Jadeja,4,2.0,2.0,23.0,12.0,0.0,17.0,135.29,0.0,0.0,0.0,4.0,0.0,India,2025-02-01,2025-02-24
YBK Jaiswal,1,1.0,0.0,15.0,15.0,15.0,22.0,68.18,0.0,0.0,0.0,3.0,0.0,India,2025-02-01,2025-02-24
Washington Sundar,1,1.0,0.0,14.0,14.0,14.0,14.0,100.0,0.0,0.0,0.0,1.0,0.0,India,2025-02-01,2025-02-24
Harshit Rana,5,1.0,0.0,13.0,13.0,13.0,10.0,130.0,0.0,0.0,0.0,1.0,1.0,India,2025-02-01,2025-02-24
Arshdeep Singh,1,1.0,0.0,2.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-02-24
Kuldeep Yadav,4,1.0,1.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-02-24
Mohammed Shami,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-02-24
CV Varun,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-02-24
Agha Salman,5,5.0,0.0,280.0,134.0,56.0,271.0,103.32,1.0,0.0,0.0,25.0,5.0,Pakistan,2025-02-01,2025-02-24
Mohammad Rizwan,5,5.0,1.0,220.0,122.0,55.0,306.0,71.89,1.0,0.0,0.0,16.0,4.0,Pakistan,2025-02-01,2025-02-24
Fakhar Zaman,4,4.0,0.0,159.0,84.0,39.75,153.0,103.92,0.0,1.0,0.0,19.0,5.0,Pakistan,2025-02-01,2025-02-24
Babar Azam,5,5.0,0.0,149.0,64.0,29.8,192.0,77.6,0.0,1.0,0.0,20.0,2.0,Pakistan,2025-02-01,2025-02-24
Khushdil Shah,5,4.0,0.0,129.0,69.0,32.25,124.0,104.03,0.0,1.0,0.0,11.0,3.0,Pakistan,2025-02-01,2025-02-24
Saud Shakeel,4,4.0,0.0,91.0,62.0,22.75,125.0,72.8,0.0,1.0,0.0,8.0,0.0,Pakistan,2025-02-01,2025-02-24
Tayyab Tahir,5,5.0,1.0,77.0,38.0,19.25,74.0,104.05,0.0,0.0,0.0,9.0,1.0,Pakistan,2025-02-01,2025-02-24
Naseem Shah,5,4.0,0.0,59.0,19.0,14.75,71.0,83.09,0.0,0.0,0.0,2.0,2.0,Pakistan,2025-02-01,2025-02-24
Haris Rauf,3,2.0,0.0,27.0,19.0,13.5,17.0,158.82,0.0,0.0,0.0,0.0,4.0,Pakistan,2025-02-01,2025-02-24
Shaheen Shah Afridi,5,4.0,0.0,25.0,14.0,6.25,34.0,73.52,0.0,0.0,1.0,1.0,1.0,Pakistan,2025-02-01,2025-02-24
Abrar Ahmed,5,4.0,4.0,24.0,23.0,0.0,16.0,150.0,0.0,0.0,0.0,4.0,0.0,Pakistan,2025-02-01,2025-02-24
Faheem Ashraf,1,1.0,0.0,22.0,22.0,22.0,21.0,104.76,0.0,0.0,0.0,2.0,0.0,Pakistan,2025-02-01,2025-02-24
Kamran Ghulam,1,1.0,0.0,18.0,18.0,18.0,32.0,56.25,0.0,0.0,0.0,1.0,0.0,Pakistan,2025-02-01,2025-02-24
Imam-ul-Haq,1,1.0,0.0,10.0,10.0,10.0,26.0,38.46,0.0,0.0,0.0,0.0,0.0,Pakistan,2025-02-01,2025-02-24
Mohammad Hasnain,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2025-02-01,2025-02-24
Jaker Ali,2,2.0,0.0,113.0,68.0,56.5,169.0,66.86,0.0,1.0,0.0,7.0,1.0,Bangladesh,2025-02-01,2025-02-24
Towhid Hridoy,2,2.0,0.0,107.0,100.0,53.5,142.0,75.35,1.0,0.0,0.0,6.0,2.0,Bangladesh,2025-02-01,2025-02-24
Najmul Hossain Shanto,2,2.0,0.0,77.0,77.0,38.5,112.0,68.75,0.0,1.0,1.0,9.0,0.0,Bangladesh,2025-02-01,2025-02-24
Tanzid Hasan,2,2.0,0.0,49.0,25.0,24.5,49.0,100.0,0.0,0.0,0.0,5.0,2.0,Bangladesh,2025-02-01,2025-02-24
Rishad Hossain,2,2.0,0.0,44.0,26.0,22.0,37.0,118.91,0.0,0.0,0.0,3.0,3.0,Bangladesh,2025-02-01,2025-02-24
Mehidy Hasan Miraz,2,2.0,0.0,18.0,13.0,9.0,24.0,75.0,0.0,0.0,0.0,2.0,1.0,Bangladesh,2025-02-01,2025-02-24
Taskin Ahmed,2,2.0,0.0,13.0,10.0,6.5,26.0,50.0,0.0,0.0,0.0,1.0,0.0,Bangladesh,2025-02-01,2025-02-24
Mahmudullah,1,1.0,0.0,4.0,4.0,4.0,14.0,28.57,0.0,0.0,0.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Mustafizur Rahman,2,2.0,2.0,3.0,3.0,0.0,7.0,42.85,0.0,0.0,0.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Mushfiqur Rahim,2,2.0,0.0,2.0,2.0,1.0,6.0,33.33,0.0,0.0,1.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Nahid Rana,1,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Soumya Sarkar,1,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Tanzim Hasan Sakib,1,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
GD Phillips,5,5.0,4.0,236.0,106.0,236.0,190.0,124.21,1.0,1.0,0.0,14.0,13.0,New Zealand,2025-02-01,2025-02-24
KS Williamson,5,5.0,1.0,231.0,133.0,57.75,257.0,89.88,1.0,1.0,0.0,24.0,3.0,New Zealand,2025-02-01,2025-02-24
TWM Latham,5,5.0,1.0,229.0,118.0,57.25,248.0,92.33,1.0,2.0,2.0,18.0,3.0,New Zealand,2025-02-01,2025-02-24
DP Conway,4,4.0,0.0,185.0,97.0,46.25,243.0,76.13,0.0,1.0,0.0,22.0,1.0,New Zealand,2025-02-01,2025-02-24
DJ Mitchell,4,4.0,0.0,158.0,81.0,39.5,176.0,89.77,0.0,2.0,0.0,8.0,5.0,New Zealand,2025-02-01,2025-02-24
R Ravindra,2,2.0,0.0,137.0,112.0,68.5,124.0,110.48,1.0,0.0,0.0,17.0,1.0,New Zealand,2025-02-01,2025-02-24
WA Young,5,5.0,0.0,135.0,107.0,27.0,161.0,83.85,1.0,0.0,1.0,16.0,1.0,New Zealand,2025-02-01,2025-02-24
MG Bracewell,5,4.0,3.0,44.0,31.0,44.0,40.0,110.0,0.0,0.0,0.0,2.0,3.0,New Zealand,2025-02-01,2025-02-24
MJ Santner,5,1.0,1.0,8.0,8.0,0.0,5.0,160.0,0.0,0.0,0.0,1.0,0.0,New Zealand,2025-02-01,2025-02-24
JA Duffy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-24
MJ Henry,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-24
KA Jamieson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-24
W O'Rourke,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-24
BV Sears,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-24
NG Smith,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2025-02-01,2025-02-24
BM Duckett,4,4.0,0.0,296.0,165.0,74.0,250.0,118.4,1.0,1.0,0.0,41.0,3.0,England,2025-02-01,2025-02-24
JE Root,4,4.0,0.0,180.0,69.0,45.0,210.0,85.71,0.0,2.0,0.0,13.0,0.0,England,2025-02-01,2025-02-24
JC Buttler,4,4.0,0.0,115.0,52.0,28.75,132.0,87.12,0.0,1.0,0.0,7.0,1.0,England,2025-02-01,2025-02-24
PD Salt,4,4.0,0.0,102.0,43.0,25.5,82.0,124.39,0.0,0.0,0.0,12.0,5.0,England,2025-02-01,2025-02-24
LS Livingstone,4,4.0,0.0,69.0,41.0,17.25,82.0,84.14,0.0,0.0,0.0,3.0,3.0,England,2025-02-01,2025-02-24
HC Brook,4,4.0,0.0,53.0,31.0,13.25,87.0,60.91,0.0,0.0,1.0,4.0,2.0,England,2025-02-01,2025-02-24
JG Bethell,1,1.0,0.0,51.0,51.0,51.0,64.0,79.68,0.0,1.0,0.0,3.0,1.0,England,2025-02-01,2025-02-24
JC Archer,2,2.0,2.0,42.0,21.0,0.0,28.0,150.0,0.0,0.0,0.0,5.0,2.0,England,2025-02-01,2025-02-24
AAP Atkinson,2,2.0,0.0,41.0,38.0,20.5,26.0,157.69,0.0,0.0,0.0,6.0,1.0,England,2025-02-01,2025-02-24
T Banton,1,1.0,0.0,38.0,38.0,38.0,41.0,92.68,0.0,0.0,0.0,4.0,2.0,England,2025-02-01,2025-02-24
AU Rashid,4,4.0,1.0,23.0,14.0,7.66,27.0,85.18,0.0,0.0,1.0,3.0,0.0,England,2025-02-01,2025-02-24
BA Carse,2,2.0,0.0,18.0,10.0,9.0,25.0,72.0,0.0,0.0,0.0,1.0,0.0,England,2025-02-01,2025-02-24
JL Smith,1,1.0,0.0,15.0,15.0,15.0,13.0,115.38,0.0,0.0,0.0,3.0,0.0,England,2025-02-01,2025-02-24
MA Wood,3,2.0,0.0,9.0,9.0,4.5,8.0,112.5,0.0,0.0,1.0,2.0,0.0,England,2025-02-01,2025-02-24
J Overton,1,1.0,0.0,6.0,6.0,6.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,England,2025-02-01,2025-02-24
S Mahmood,3,3.0,2.0,4.0,2.0,4.0,9.0,44.44,0.0,0.0,0.0,0.0,0.0,England,2025-02-01,2025-02-24
JP Inglis,2,2.0,1.0,142.0,120.0,142.0,113.0,125.66,1.0,0.0,0.0,12.0,6.0,Australia,2025-02-01,2025-02-24
AT Carey,2,2.0,0.0,110.0,69.0,55.0,101.0,108.91,0.0,1.0,0.0,13.0,1.0,Australia,2025-02-01,2025-02-24
MW Short,3,3.0,0.0,65.0,63.0,21.66,76.0,85.52,0.0,1.0,1.0,9.0,1.0,Australia,2025-02-01,2025-02-24
M Labuschagne,2,2.0,0.0,62.0,47.0,31.0,72.0,86.11,0.0,0.0,0.0,6.0,0.0,Australia,2025-02-01,2025-02-24
SPD Smith,3,3.0,0.0,46.0,29.0,15.33,57.0,80.7,0.0,0.0,0.0,7.0,1.0,Australia,2025-02-01,2025-02-24
GJ Maxwell,2,2.0,1.0,33.0,32.0,33.0,18.0,183.33,0.0,0.0,0.0,4.0,2.0,Australia,2025-02-01,2025-02-24
AM Hardie,2,2.0,0.0,32.0,32.0,16.0,41.0,78.04,0.0,0.0,1.0,3.0,0.0,Australia,2025-02-01,2025-02-24
A Zampa,3,2.0,1.0,28.0,20.0,28.0,38.0,73.68,0.0,0.0,0.0,3.0,0.0,Australia,2025-02-01,2025-02-24
TM Head,2,2.0,0.0,24.0,18.0,12.0,23.0,104.34,0.0,0.0,0.0,4.0,0.0,Australia,2025-02-01,2025-02-24
SA Abbott,2,2.0,0.0,22.0,20.0,11.0,31.0,70.96,0.0,0.0,0.0,3.0,0.0,Australia,2025-02-01,2025-02-24
J Fraser-McGurk,2,2.0,0.0,11.0,9.0,5.5,18.0,61.11,0.0,0.0,0.0,2.0,0.0,Australia,2025-02-01,2025-02-24
BJ Dwarshuis,2,1.0,0.0,9.0,9.0,9.0,11.0,81.81,0.0,0.0,0.0,0.0,1.0,Australia,2025-02-01,2025-02-24
T Sangha,1,1.0,1.0,5.0,5.0,0.0,16.0,31.25,0.0,0.0,0.0,0.0,0.0,Australia,2025-02-01,2025-02-24
C Connolly,1,1.0,0.0,3.0,3.0,3.0,16.0,18.75,0.0,0.0,0.0,0.0,0.0,Australia,2025-02-01,2025-02-24
NT Ellis,2,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Australia,2025-02-01,2025-02-24
SH Johnson,2,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Australia,2025-02-01,2025-02-24
Rahmat Shah,1,1.0,0.0,90.0,90.0,90.0,92.0,97.82,0.0,1.0,0.0,9.0,1.0,Afghanistan,2025-02-01,2025-02-24
Azmatullah Omarzai,1,1.0,0.0,18.0,18.0,18.0,27.0,66.66,0.0,0.0,0.0,3.0,0.0,Afghanistan,2025-02-01,2025-02-24
Rashid Khan,1,1.0,0.0,18.0,18.0,18.0,13.0,138.46,0.0,0.0,0.0,3.0,1.0,Afghanistan,2025-02-01,2025-02-24
Ibrahim Zadran,1,1.0,0.0,17.0,17.0,17.0,29.0,58.62,0.0,0.0,0.0,1.0,1.0,Afghanistan,2025-02-01,2025-02-24
Sediqullah Atal,1,1.0,0.0,16.0,16.0,16.0,32.0,50.0,0.0,0.0,0.0,2.0,0.0,Afghanistan,2025-02-01,2025-02-24
Gulbadin Naib,1,1.0,0.0,13.0,13.0,13.0,19.0,68.42,0.0,0.0,0.0,2.0,0.0,Afghanistan,2025-02-01,2025-02-24
Rahmanullah Gurbaz,1,1.0,0.0,10.0,10.0,10.0,14.0,71.42,0.0,0.0,0.0,1.0,0.0,Afghanistan,2025-02-01,2025-02-24
Noor Ahmad,1,1.0,0.0,9.0,9.0,9.0,15.0,60.0,0.0,0.0,0.0,1.0,0.0,Afghanistan,2025-02-01,2025-02-24
Mohammad Nabi,1,1.0,0.0,8.0,8.0,8.0,17.0,47.05,0.0,0.0,0.0,0.0,0.0,Afghanistan,2025-02-01,2025-02-24
Fazalhaq Farooqi,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,2025-02-01,2025-02-24
Hashmatullah Shahidi,1,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Afghanistan,2025-02-01,2025-02-24
MP Breetzke,2,2.0,0.0,233.0,150.0,116.5,232.0,100.43,1.0,1.0,0.0,21.0,6.0,South Africa,2025-02-01,2025-02-24
T Bavuma,3,3.0,0.0,160.0,82.0,53.33,195.0,82.05,0.0,2.0,0.0,21.0,0.0,South Africa,2025-02-01,2025-02-24
RD Rickelton,1,1.0,0.0,103.0,103.0,103.0,106.0,97.16,1.0,0.0,0.0,7.0,1.0,South Africa,2025-02-01,2025-02-24
H Klaasen,1,1.0,0.0,87.0,87.0,87.0,56.0,155.35,0.0,1.0,0.0,11.0,3.0,South Africa,2025-02-01,2025-02-24
PWA Mulder,3,3.0,1.0,78.0,64.0,39.0,72.0,108.33,0.0,1.0,0.0,6.0,2.0,South Africa,2025-02-01,2025-02-24
AK Markram,1,1.0,1.0,52.0,52.0,0.0,36.0,144.44,0.0,1.0,0.0,6.0,1.0,South Africa,2025-02-01,2025-02-24
HE van der Dussen,1,1.0,0.0,52.0,52.0,52.0,46.0,113.04,0.0,1.0,0.0,3.0,2.0,South Africa,2025-02-01,2025-02-24
K Verreynne,2,2.0,1.0,45.0,44.0,45.0,36.0,125.0,0.0,0.0,0.0,3.0,1.0,South Africa,2025-02-01,2025-02-24
JF Smith,1,1.0,0.0,41.0,41.0,41.0,51.0,80.39,0.0,0.0,0.0,1.0,2.0,South Africa,2025-02-01,2025-02-24
T de Zorzi,2,2.0,0.0,33.0,22.0,16.5,29.0,113.79,0.0,0.0,0.0,5.0,1.0,South Africa,2025-02-01,2025-02-24
C Bosch,1,1.0,1.0,15.0,15.0,0.0,9.0,166.66,0.0,0.0,0.0,1.0,1.0,South Africa,2025-02-01,2025-02-24
DA Miller,1,1.0,0.0,14.0,14.0,14.0,18.0,77.77,0.0,0.0,0.0,1.0,0.0,South Africa,2025-02-01,2025-02-24
E Bosch,1,1.0,1.0,7.0,7.0,0.0,9.0,77.77,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
S Muthusamy,2,1.0,0.0,2.0,2.0,2.0,3.0,66.66,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
M Mpongwana,1,1.0,1.0,1.0,1.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
M Jansen,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
CJ Dala,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
KA Maharaj,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
L Ngidi,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
K Rabada,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
T Shamsi,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
Shubman Gill,5,5.0,1.0,406.0,112.0,101.5,431.0,94.19,2.0,2.0,0.0,53.0,6.0,India,2025-02-01,2025-02-25
SS Iyer,5,5.0,0.0,252.0,78.0,50.4,231.0,109.09,0.0,3.0,0.0,27.0,6.0,India,2025-02-01,2025-02-25
RG Sharma,5,5.0,0.0,183.0,119.0,36.6,150.0,122.0,1.0,0.0,0.0,22.0,8.0,India,2025-02-01,2025-02-25
V Kohli,4,4.0,1.0,179.0,100.0,59.66,212.0,84.43,1.0,1.0,0.0,16.0,1.0,India,2025-02-01,2025-02-25
AR Patel,5,5.0,2.0,117.0,52.0,39.0,118.0,99.15,0.0,1.0,0.0,13.0,1.0,India,2025-02-01,2025-02-25
KL Rahul,5,4.0,1.0,93.0,41.0,31.0,99.0,93.93,0.0,0.0,0.0,5.0,3.0,India,2025-02-01,2025-02-25
HH Pandya,5,4.0,1.0,44.0,17.0,14.66,27.0,162.96,0.0,0.0,0.0,3.0,3.0,India,2025-02-01,2025-02-25
RA Jadeja,4,2.0,2.0,23.0,12.0,0.0,17.0,135.29,0.0,0.0,0.0,4.0,0.0,India,2025-02-01,2025-02-25
YBK Jaiswal,1,1.0,0.0,15.0,15.0,15.0,22.0,68.18,0.0,0.0,0.0,3.0,0.0,India,2025-02-01,2025-02-25
Washington Sundar,1,1.0,0.0,14.0,14.0,14.0,14.0,100.0,0.0,0.0,0.0,1.0,0.0,India,2025-02-01,2025-02-25
Harshit Rana,5,1.0,0.0,13.0,13.0,13.0,10.0,130.0,0.0,0.0,0.0,1.0,1.0,India,2025-02-01,2025-02-25
Arshdeep Singh,1,1.0,0.0,2.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-02-25
Kuldeep Yadav,4,1.0,1.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-02-25
Mohammed Shami,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-02-25
CV Varun,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2025-02-01,2025-02-25
