Player,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Team,Start Date,End Date
Azmatullah Omarzai,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-06-01,2023-07-01
Fareed Ahmad,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-06-01,2023-07-01
Fazalhaq Farooqi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-06-01,2023-07-01
Gulbadin Naib,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-06-01,2023-07-01
Ibrahim Zadran,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-06-01,2023-07-01
Mohammad Nabi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-06-01,2023-07-01
Mujeeb Ur Rahman,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-06-01,2023-07-01
Najibullah Zadran,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-06-01,2023-07-01
Rashid Khan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-06-01,2023-07-01
Ishan Kishan,3,3.0,3.0,3.0,0.0,3.0,0.0,2 (2ct 0st),1.0,India,2023-07-01,2023-08-01
Shubman Gill,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,India,2023-07-01,2023-08-01
RA Jadeja,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2023-07-01,2023-08-01
V Kohli,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,India,2023-07-01,2023-08-01
HH Pandya,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2023-07-01,2023-08-01
RG Sharma,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,India,2023-07-01,2023-08-01
Umran Malik,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,India,2023-07-01,2023-08-01
JD Unadkat,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,India,2023-07-01,2023-08-01
SA Yadav,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2023-07-01,2023-08-01
RD Gaikwad,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-07-01,2023-08-01
Kuldeep Yadav,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-07-01,2023-08-01
Mukesh Kumar,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-07-01,2023-08-01
AR Patel,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-07-01,2023-08-01
SV Samson,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-07-01,2023-08-01
SN Thakur,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-07-01,2023-08-01
Mushfiqur Rahim,3,3.0,4.0,3.0,1.0,3.0,0.0,3 (3ct 0st),1.333,Bangladesh,2023-07-01,2023-08-01
Litton Das,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Bangladesh,2023-07-01,2023-08-01
Mohammad Naim,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,Bangladesh,2023-07-01,2023-08-01
Najmul Hossain Shanto,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Bangladesh,2023-07-01,2023-08-01
Afif Hossain,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2023-07-01,2023-08-01
Mehidy Hasan Miraz,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2023-07-01,2023-08-01
Mustafizur Rahman,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Bangladesh,2023-07-01,2023-08-01
Shakib Al Hasan,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2023-07-01,2023-08-01
Taijul Islam,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Bangladesh,2023-07-01,2023-08-01
Ebadot Hossain,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-07-01,2023-08-01
Hasan Mahmud,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-07-01,2023-08-01
Shoriful Islam,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-07-01,2023-08-01
Tamim Iqbal,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-07-01,2023-08-01
Taskin Ahmed,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-07-01,2023-08-01
Towhid Hridoy,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-07-01,2023-08-01
Mohammad Nabi,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,Afghanistan,2023-07-01,2023-08-01
Rahmanullah Gurbaz,3,3.0,2.0,2.0,0.0,2.0,0.0,2 (2ct 0st),0.666,Afghanistan,2023-07-01,2023-08-01
Rahmat Shah,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Afghanistan,2023-07-01,2023-08-01
Hashmatullah Shahidi,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Afghanistan,2023-07-01,2023-08-01
Mohammad Saleem,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Afghanistan,2023-07-01,2023-08-01
Mujeeb Ur Rahman,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Afghanistan,2023-07-01,2023-08-01
Abdul Rahman,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-07-01,2023-08-01
Azmatullah Omarzai,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-07-01,2023-08-01
Fazalhaq Farooqi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-07-01,2023-08-01
Ibrahim Zadran,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-07-01,2023-08-01
Najibullah Zadran,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-07-01,2023-08-01
Rashid Khan,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-07-01,2023-08-01
Zia-ur-Rehman,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-07-01,2023-08-01
Ishan Kishan,1,1.0,2.0,2.0,0.0,2.0,0.0,2 (2ct 0st),2.0,India,2023-08-01,2023-09-01
Shubman Gill,1,1.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),2.0,India,2023-08-01,2023-09-01
JD Unadkat,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,India,2023-08-01,2023-09-01
SA Yadav,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,India,2023-08-01,2023-09-01
RD Gaikwad,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-08-01,2023-09-01
RA Jadeja,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-08-01,2023-09-01
Kuldeep Yadav,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-08-01,2023-09-01
Mukesh Kumar,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-08-01,2023-09-01
HH Pandya,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-08-01,2023-09-01
SV Samson,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-08-01,2023-09-01
SN Thakur,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-08-01,2023-09-01
Mohammad Rizwan,4,4.0,7.0,7.0,0.0,7.0,0.0,2 (2ct 0st),1.75,Pakistan,2023-08-01,2023-09-01
Agha Salman,4,4.0,3.0,3.0,0.0,0.0,3.0,3 (3ct 0st),0.75,Pakistan,2023-08-01,2023-09-01
Fakhar Zaman,4,4.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.75,Pakistan,2023-08-01,2023-09-01
Iftikhar Ahmed,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,Pakistan,2023-08-01,2023-09-01
Imam-ul-Haq,4,4.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),0.75,Pakistan,2023-08-01,2023-09-01
Naseem Shah,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2023-08-01,2023-09-01
Shadab Khan,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,Pakistan,2023-08-01,2023-09-01
Shaheen Shah Afridi,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,Pakistan,2023-08-01,2023-09-01
Babar Azam,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-08-01,2023-09-01
Faheem Ashraf,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-08-01,2023-09-01
Haris Rauf,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-08-01,2023-09-01
Mohammad Nawaz (3),2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-08-01,2023-09-01
Mohammad Wasim (1),1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-08-01,2023-09-01
Saud Shakeel,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-08-01,2023-09-01
Usama Mir,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-08-01,2023-09-01
Mushfiqur Rahim,1,1.0,2.0,1.0,1.0,1.0,0.0,2 (1ct 1st),2.0,Bangladesh,2023-08-01,2023-09-01
Mahedi Hasan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-08-01,2023-09-01
Mehidy Hasan Miraz,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-08-01,2023-09-01
Mohammad Naim,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-08-01,2023-09-01
Mustafizur Rahman,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-08-01,2023-09-01
Najmul Hossain Shanto,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-08-01,2023-09-01
Shakib Al Hasan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-08-01,2023-09-01
Shoriful Islam,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-08-01,2023-09-01
Tanzid Hasan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-08-01,2023-09-01
Taskin Ahmed,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-08-01,2023-09-01
Towhid Hridoy,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-08-01,2023-09-01
Rahmanullah Gurbaz,3,3.0,4.0,4.0,0.0,4.0,0.0,3 (3ct 0st),1.333,Afghanistan,2023-08-01,2023-09-01
Riaz Hassan,2,2.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.5,Afghanistan,2023-08-01,2023-09-01
Hashmatullah Shahidi,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Afghanistan,2023-08-01,2023-09-01
Mohammad Nabi,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Afghanistan,2023-08-01,2023-09-01
Rashid Khan,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Afghanistan,2023-08-01,2023-09-01
Shahidullah,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Afghanistan,2023-08-01,2023-09-01
Abdul Rahman,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-08-01,2023-09-01
Azmatullah Omarzai,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-08-01,2023-09-01
Fareed Ahmad,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-08-01,2023-09-01
Fazalhaq Farooqi,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-08-01,2023-09-01
Gulbadin Naib,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-08-01,2023-09-01
Ibrahim Zadran,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-08-01,2023-09-01
Ikram Alikhil,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-08-01,2023-09-01
Mujeeb Ur Rahman,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-08-01,2023-09-01
Rahmat Shah,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Afghanistan,2023-08-01,2023-09-01
KL Rahul,7,7.0,10.0,8.0,2.0,8.0,0.0,3 (3ct 0st),1.428,India,2023-09-01,2023-10-01
Shubman Gill,8,7.0,6.0,6.0,0.0,0.0,6.0,2 (2ct 0st),0.857,India,2023-09-01,2023-10-01
Ishan Kishan,8,7.0,5.0,5.0,0.0,3.0,2.0,3 (3ct 0st),0.714,India,2023-09-01,2023-10-01
SS Iyer,5,4.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),0.75,India,2023-09-01,2023-10-01
V Kohli,6,5.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.6,India,2023-09-01,2023-10-01
RG Sharma,7,6.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.5,India,2023-09-01,2023-10-01
R Ashwin,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,India,2023-09-01,2023-10-01
RA Jadeja,9,8.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.125,India,2023-09-01,2023-10-01
Kuldeep Yadav,6,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,India,2023-09-01,2023-10-01
Mohammed Siraj,6,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,India,2023-09-01,2023-10-01
M Prasidh Krishna,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2023-09-01,2023-10-01
SN Thakur,6,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,India,2023-09-01,2023-10-01
NT Tilak Varma,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,India,2023-09-01,2023-10-01
SA Yadav,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,India,2023-09-01,2023-10-01
JJ Bumrah,6,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-09-01,2023-10-01
RD Gaikwad,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-09-01,2023-10-01
Mohammed Shami,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-09-01,2023-10-01
HH Pandya,5,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-09-01,2023-10-01
AR Patel,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-09-01,2023-10-01
Washington Sundar,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2023-09-01,2023-10-01
Mohammad Rizwan,4,4.0,7.0,6.0,1.0,6.0,0.0,3 (3ct 0st),1.75,Pakistan,2023-09-01,2023-10-01
Agha Salman,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,Pakistan,2023-09-01,2023-10-01
Fakhar Zaman,4,4.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),0.75,Pakistan,2023-09-01,2023-10-01
Faheem Ashraf,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,Pakistan,2023-09-01,2023-10-01
Shadab Khan,4,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,Pakistan,2023-09-01,2023-10-01
Babar Azam,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,Pakistan,2023-09-01,2023-10-01
Haris Rauf,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2023-09-01,2023-10-01
Imam-ul-Haq,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2023-09-01,2023-10-01
Mohammad Haris,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Pakistan,2023-09-01,2023-10-01
Mohammad Nawaz (3),2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Pakistan,2023-09-01,2023-10-01
Mohammad Wasim (1),1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Pakistan,2023-09-01,2023-10-01
Abdullah Shafique,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-09-01,2023-10-01
Iftikhar Ahmed,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-09-01,2023-10-01
Naseem Shah,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-09-01,2023-10-01
Shaheen Shah Afridi,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-09-01,2023-10-01
Zaman Khan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2023-09-01,2023-10-01
Litton Das,5,5.0,4.0,3.0,1.0,3.0,0.0,4 (3ct 1st),0.8,Bangladesh,2023-09-01,2023-10-01
Mushfiqur Rahim,4,4.0,4.0,4.0,0.0,4.0,0.0,3 (3ct 0st),1.0,Bangladesh,2023-09-01,2023-10-01
Nurul Hasan,1,1.0,3.0,2.0,1.0,2.0,0.0,3 (2ct 1st),3.0,Bangladesh,2023-09-01,2023-10-01
Shakib Al Hasan,4,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,Bangladesh,2023-09-01,2023-10-01
Towhid Hridoy,7,7.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.285,Bangladesh,2023-09-01,2023-10-01
Afif Hossain,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Bangladesh,2023-09-01,2023-10-01
Anamul Haque,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Bangladesh,2023-09-01,2023-10-01
Hasan Mahmud,5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,Bangladesh,2023-09-01,2023-10-01
Mahedi Hasan,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,Bangladesh,2023-09-01,2023-10-01
Mehidy Hasan Miraz,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,Bangladesh,2023-09-01,2023-10-01
Nasum Ahmed,5,5.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.2,Bangladesh,2023-09-01,2023-10-01
Shamim Hossain,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,Bangladesh,2023-09-01,2023-10-01
Soumya Sarkar,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Bangladesh,2023-09-01,2023-10-01
Tanzid Hasan,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,Bangladesh,2023-09-01,2023-10-01
Taskin Ahmed,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2023-09-01,2023-10-01
Mahmudullah,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-09-01,2023-10-01
Mohammad Naim,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-09-01,2023-10-01
Mustafizur Rahman,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-09-01,2023-10-01
Najmul Hossain Shanto,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-09-01,2023-10-01
Shoriful Islam,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-09-01,2023-10-01
Khaled Ahmed,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-09-01,2023-10-01
Tamim Iqbal,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-09-01,2023-10-01
Tanzim Hasan Sakib,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-09-01,2023-10-01
Zakir Hasan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2023-09-01,2023-10-01
TA Blundell,3,2.0,4.0,3.0,1.0,3.0,0.0,3 (2ct 1st),2.0,New Zealand,2023-09-01,2023-10-01
DJ Mitchell,4,4.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),1.0,New Zealand,2023-09-01,2023-10-01
WA Young,7,6.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.666,New Zealand,2023-09-01,2023-10-01
FH Allen,4,3.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),1.0,New Zealand,2023-09-01,2023-10-01
TWM Latham,4,4.0,3.0,3.0,0.0,3.0,0.0,1 (1ct 0st),0.75,New Zealand,2023-09-01,2023-10-01
GD Phillips,4,4.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.75,New Zealand,2023-09-01,2023-10-01
TA Boult,5,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,New Zealand,2023-09-01,2023-10-01
DP Conway,4,4.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.5,New Zealand,2023-09-01,2023-10-01
LH Ferguson,5,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,New Zealand,2023-09-01,2023-10-01
HM Nicholls,6,5.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.4,New Zealand,2023-09-01,2023-10-01
R Ravindra,7,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,New Zealand,2023-09-01,2023-10-01
MJ Santner,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,New Zealand,2023-09-01,2023-10-01
IS Sodhi,3,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,New Zealand,2023-09-01,2023-10-01
TG Southee,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2023-09-01,2023-10-01
CJ Bowes,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-09-01,2023-10-01
D Foxcroft,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-09-01,2023-10-01
MJ Henry,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-09-01,2023-10-01
KA Jamieson,5,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-09-01,2023-10-01
BG Lister,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-09-01,2023-10-01
CE McConchie,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-09-01,2023-10-01
AF Milne,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2023-09-01,2023-10-01
JC Buttler,4,4.0,8.0,7.0,1.0,7.0,0.0,4 (3ct 1st),2.0,England,2023-09-01,2023-10-01
MM Ali,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,England,2023-09-01,2023-10-01
JM Bairstow,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,England,2023-09-01,2023-10-01
SM Curran,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,England,2023-09-01,2023-10-01
BM Duckett,2,1.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),2.0,England,2023-09-01,2023-10-01
JE Root,4,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,England,2023-09-01,2023-10-01
RJW Topley,4,4.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.5,England,2023-09-01,2023-10-01
HC Brook,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2023-09-01,2023-10-01
BA Carse,3,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,England,2023-09-01,2023-10-01
WG Jacks,2,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,England,2023-09-01,2023-10-01
PD Salt,2,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,England,2023-09-01,2023-10-01
JL Smith,2,1.0,1.0,1.0,0.0,1.0,0.0,1 (1ct 0st),1.0,England,2023-09-01,2023-10-01
Rehan Ahmed,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
AAP Atkinson,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
Z Crawley,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
SR Hain,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
TW Hartley,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
LS Livingstone,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
DJ Malan,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
MJ Potts,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
AU Rashid,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
GLS Scrimshaw,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
BA Stokes,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
DJ Willey,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
CR Woakes,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2023-09-01,2023-10-01
L Wood,1,,,,,,,,,England,2023-09-01,2023-10-01
AT Carey,7,7.0,9.0,9.0,0.0,9.0,0.0,4 (4ct 0st),1.285,Australia,2023-09-01,2023-10-01
M Labuschagne,8,8.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.5,Australia,2023-09-01,2023-10-01
MR Marsh,7,7.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),0.571,Australia,2023-09-01,2023-10-01
SA Abbott,6,6.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.5,Australia,2023-09-01,2023-10-01
NT Ellis,4,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,Australia,2023-09-01,2023-10-01
C Green,5,5.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.4,Australia,2023-09-01,2023-10-01
